Date,Name,Description,Activity Types,Distance,Duration,Ascent,Descent,Calories,Feeling,RPE,Average Speed,Average Pace,Average Swim Pace,Average Grade Adjusted Pace,Average Heart Rate,Average Power,Maximum Power,VO2Max,Link
"9/15/2020","2020-09-15T06:36:14.000Z","","Running","8.40 Km","52m 21s","99 m","92 m","668 KCal","Good ","","9.63 km/h","06:13 min/km","","06:01 min/km","156 bpm","","","56.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3J31ACsxjfMU1ZygZfkx7ZCihFZ5mvf2eLmd8umEDm19wM4"
"9/16/2020","2020-09-16T05:57:41.000Z","","Running","47.0 m","20s","0 m","0 m","","Excellent ","","8.31 km/h","07:13 min/km","","05:28 min/km","83 bpm","","","56.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3J31ACsxjfMU1ZygZfm2HyCuiXJuyzzxBWtbVPRQmsHjxAZ"
"9/16/2020","2020-09-16T05:58:44.000Z","","Running","16.24 Km","01h 36m 33s","163 m","156 m","1341 KCal","Good ","","10.09 km/h","05:56 min/km","","05:46 min/km","162 bpm","","","56.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3J31ACsxjfMU1ZygZfm2HyPSJZbf3nEUBSVK1y3z5CZ7ut5"
"9/17/2020","2020-09-17T06:34:42.000Z","","Running","13.17 Km","01h 18m 32s","177 m","207 m","1030 KCal","Good ","","10.06 km/h","05:57 min/km","","05:39 min/km","156 bpm","","","56.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3J31ACsxjfMU1ZygZfm8k6yNBB1sBQMbuxPTWC2Dv6tcSRw"
"9/19/2020","2020-09-19T07:49:50.000Z","","Running","315.0 m","01m 51s","0 m","0 m","30 KCal","","","10.17 km/h","05:53 min/km","","05:21 min/km","161 bpm","","","56.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3J31ACsxjfMU1ZygZfmGaMpR4g3kU5CEry6h4tXY8XfysYw"
"9/19/2020","2020-09-19T07:54:50.000Z","","Running","9.78 Km","01h 01m 35s","120 m","99 m","826 KCal","","","9.53 km/h","06:17 min/km","","06:04 min/km","162 bpm","","","55.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3J31ACsxjfMU1ZygZfmGaMpVuugSKbGmgM5SvjSo9tzUDuK"
"9/20/2020","2020-09-20T07:30:19.000Z","","Running","15.94 Km","01h 30m 42s","163 m","155 m","1248 KCal","Very Good ","","10.54 km/h","05:41 min/km","","05:28 min/km","163 bpm","","","56.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3J31ACsxjfMU1ZygZfmNzsLkktKuRfFEm7qZiSwCZVkV8vc"
"9/21/2020","2020-09-21T15:14:52.000Z","","Running","6.59 Km","38m 47s","518 m","166 m","484 KCal","Good ","","10.20 km/h","05:53 min/km","","04:40 min/km","148 bpm","","","56.10 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3c49f403335fbdab709c32aa8c3906b5f80f3cd178bf7239a9569d2fe271e808"
"9/22/2020","2020-09-22T07:19:30.000Z","","Running","9.19 Km","59m 41s","114 m","85 m","690 KCal","Average ","","9.24 km/h","06:29 min/km","","06:09 min/km","147 bpm","","","56.10 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/8f8940de4be558f99413eb198258a3df9bf65682685e43c33435b9607924c6e7"
"9/23/2020","2020-09-23T05:42:16.000Z","","Running","11.82 Km","01h 03m 15s","174 m","71 m","933 KCal","Good ","","11.21 km/h","05:21 min/km","","05:03 min/km","166 bpm","","","56.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/cf95ce224daa64042cceeae39fe26ed0e2c3b41ad89b253d6e720dfc020aaa25"
"9/24/2020","2020-09-24T07:02:52.000Z","","Running","12.05 Km","01h 08m 36s","142 m","120 m","936 KCal","Very Good ","","10.53 km/h","05:41 min/km","","05:30 min/km","160 bpm","","","56.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/41601fc8d8da4953b26ab77ff35cc26a3c612db3637d5a357253b7e861eaef32"
"9/25/2020","2020-09-25T07:33:19.000Z","","Running","8.64 Km","53m 53s","113 m","78 m","675 KCal","Very Good ","","9.62 km/h","06:14 min/km","","05:59 min/km","150 bpm","","","56.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/380d8ad94860f37d81f73b17bf0dc15244e8509477393ebb75d4853c706a982a"
"9/27/2020","2020-09-27T07:53:24.000Z","","Running","11.18 Km","59m 36s","84 m","120 m","882 KCal","","","11.25 km/h","05:19 min/km","","05:14 min/km","166 bpm","","","57.10 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/70017c245cf97b19406c8f972efd82a37e8ab3aef9646ef085b8256cf8dfd661"
"9/28/2020","2020-09-28T06:49:53.000Z","","Running","6.67 Km","35m 01s","43 m","43 m","499 KCal","","","11.43 km/h","05:14 min/km","","05:07 min/km","161 bpm","","","57.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/4b6e403b9fdc1c40bf1042c6da1c0cd49078b1e01af5690ba748cec9f3119e5b"
"9/29/2020","2020-09-29T10:35:37.000Z","","Running","9.10 Km","46m 33s","71 m","134 m","753 KCal","Very Good ","","11.73 km/h","05:06 min/km","","04:59 min/km","171 bpm","","","57.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/0ca88de794b7421d600ad4f413432cf777f502421b675d7ce483c9039521961a"
"9/30/2020","2020-09-30T07:30:29.000Z","","Running","6.41 Km","35m 06s","56 m","64 m","482 KCal","","","10.96 km/h","05:28 min/km","","05:19 min/km","156 bpm","","","57.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/7d402a10d04e6a383dd2628d0a4586e6e4bcddc210917fca59b5f90b15c245e0"
"10/2/2020","2020-10-02T09:43:00.000Z","","Running","9.02 Km","49m 40s","205 m","120 m","767 KCal","Very Good ","","10.89 km/h","05:30 min/km","","05:04 min/km","169 bpm","","","57.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/89d8fb18e3b4ee8ea012ea0db2dd3d9670e2e2174cf0122ee87af3acb65b3693"
"10/4/2020","2020-10-04T09:19:22.000Z","","Running","42.52 Km","03h 58m 37s","127 m","78 m","3483 KCal","Very Good ","","10.69 km/h","05:36 min/km","","05:31 min/km","169 bpm","","","57.10 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/10203b8057604029254de53c57512ca41a6f40317c4a77cd20c210185f86e3b2"
"10/6/2020","2020-10-06T07:43:53.000Z","","Running","6.71 Km","39m 25s","107 m","49 m","463 KCal","Very Good ","","10.22 km/h","05:52 min/km","","05:43 min/km","147 bpm","","","57.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/8e01e1fd2832304241bb8d1761503e7c56325bfea1e323c2a6ec49210284f9da"
"10/7/2020","2020-10-07T07:12:24.000Z","","Running","8.86 Km","52m 07s","99 m","85 m","653 KCal","Very Good ","","10.20 km/h","05:52 min/km","","05:42 min/km","155 bpm","","","56.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/f05c1b20e9d37bbc5a5cd27852e1059eb51747a813b6e767d9a1297af37fe042"
"10/8/2020","2020-10-08T06:51:12.000Z","","Running","8.76 Km","52m 17s","78 m","78 m","636 KCal","Very Good ","","10.05 km/h","05:58 min/km","","05:47 min/km","150 bpm","","","56.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/5dfae009e4105395663a5c2ca0d4ee8137e31b2fea7e4a77ed712da68f0b70f0"
"10/9/2020","2020-10-09T07:33:27.000Z","","Running","5.82 Km","33m 05s","64 m","50 m","425 KCal","","","10.55 km/h","05:41 min/km","","05:31 min/km","153 bpm","","","56.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/f3d1c618b24e04816f9be1009476dceb57f4f22f4e4e37e2328bcae1aea11f53"
"10/10/2020","2020-10-10T08:06:44.000Z","","Running","13.24 Km","01h 11m 28s","56 m","36 m","1020 KCal","Excellent ","","11.11 km/h","05:23 min/km","","05:18 min/km","164 bpm","","","56.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/7a74464bdfa37c626357aec7f1c3ac43d7da453dd3749c89829ee5c20016292f"
"10/11/2020","2020-10-11T07:49:56.000Z","","Running","8.61 Km","43m 05s","35 m","100 m","687 KCal","Very Good ","","11.98 km/h","05:00 min/km","","04:54 min/km","170 bpm","","","57.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/4519fe1e06d57e735373202ec29f4eb472c7ab171d19fbf9bd6e004b647b511f"
"10/12/2020","2020-10-12T15:54:53.000Z","","Running","8.18 Km","41m 49s","71 m","35 m","609 KCal","Very Good ","","11.73 km/h","05:06 min/km","","04:55 min/km","162 bpm","","","57.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/fd9e80ceccacc0025db1eb36f3fac4750194fb9f21f04ef3794fc300a3992856"
"10/13/2020","2020-10-13T07:30:55.000Z","","Running","5.86 Km","34m 30s","57 m","49 m","441 KCal","","","10.18 km/h","05:53 min/km","","05:42 min/km","151 bpm","","","57.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/5a2cf22d3d57d9500f0f3bde383e8898a58a60dba03eccd183cfd468ddcd0741"
"10/14/2020","2020-10-14T05:30:12.000Z","","Running","6.56 Km","37m 00s","64 m","28 m","490 KCal","","","10.63 km/h","05:38 min/km","","05:26 min/km","154 bpm","","","57.50 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/4256505c5ba2b3814f4f3bc2d8ae6d76a05f8097c6e32c6b669bdb9d70c502e9"
"10/15/2020","2020-10-15T13:12:34.000Z","","Running","9.81 Km","53m 41s","100 m","71 m","735 KCal","Very Good ","","10.97 km/h","05:28 min/km","","05:16 min/km","159 bpm","","","57.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/c327a1baa21eeb04713a6db40f3abb3a59d7dc878083251e368493316590b342"
"10/16/2020","2020-10-16T07:00:39.000Z","","Running","5.54 Km","28m 39s","64 m","93 m","417 KCal","","","11.59 km/h","05:10 min/km","","04:58 min/km","159 bpm","","","58.40 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/afbd38fe0b7eba55931b28b8c766a1527aa4e8155c0546c28f195c762680b81b"
"10/17/2020","2020-10-17T08:35:56.000Z","","Running","5.58 Km","31m 29s","106 m","93 m","413 KCal","Very Good ","","10.64 km/h","05:38 min/km","","05:20 min/km","153 bpm","","","58.40 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3c5328b9002889c4b51e3f4681a2584d9c9d3f2309904c1676cd0dd2a3538901"
"10/18/2020","2020-10-18T08:00:37.000Z","","Running","21.23 Km","01h 34m 40s","28 m","35 m","1461 KCal","Poor ","","13.46 km/h","04:27 min/km","","04:24 min/km","173 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/ff1710cf1f36e988e3cae143d82b81bee18fbc1f07dc320fddbafa0e7d6277b6"
"10/20/2020","2020-10-20T07:43:35.000Z","","Running","5.65 Km","35m 13s","43 m","93 m","387 KCal","Good ","","9.62 km/h","06:14 min/km","","06:02 min/km","140 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/40df3dc5cc8f95a70927d043de86046900f9f85d15c0a5c1904d8e8694fb1e89"
"10/20/2020","2020-10-20T15:21:40.000Z","","Running","7.51 Km","37m 31s","51 m","71 m","473 KCal","Very Good ","","12.01 km/h","04:59 min/km","","04:49 min/km","152 bpm","","","59.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/a6bc729482afbea6bed68d1eb7eb9f7dbf9c512fc0188b96e6ddf99a47932429"
"10/21/2020","2020-10-21T07:49:16.000Z","","Running","11.60 Km","01h 05m 25s","121 m","99 m","767 KCal","Very Good ","","10.64 km/h","05:38 min/km","","05:26 min/km","149 bpm","","","59.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/2a3d913beb61f4cc9c6e18321676ef8b70871b4b8dd9d754892da7be2f1736be"
"10/22/2020","2020-10-22T17:45:55.000Z","","Running","15.83 Km","01h 11m 49s","262 m","230 m","1138 KCal","Very Good ","","13.22 km/h","04:32 min/km","","04:15 min/km","172 bpm","","","59.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/574958961c096eccef051c0aa5c10b9824bdb554f644489f58e75fbceb130232"
"10/25/2020","2020-10-25T08:31:36.000Z","","Running","6.34 Km","33m 15s","14 m","7 m","510 KCal","Good ","","11.44 km/h","05:14 min/km","","05:09 min/km","163 bpm","","","58.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/4a5bb7dc5035040e9a4ea23ba2d4ee71211356a5481049b9236006a6e7a290da"
"10/27/2020","2020-10-27T06:44:14.000Z","","Running","10.15 Km","56m 24s","127 m","177 m","875 KCal","Good ","","10.80 km/h","05:33 min/km","","05:20 min/km","170 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3eaaa71d0991a5be942d487511ce9b000b92fb99242cc7cc2b2886f7f6c44c6f"
"10/28/2020","2020-10-28T08:05:34.000Z","","Running","11.35 Km","01h 02m 15s","114 m","114 m","900 KCal","Good ","","10.93 km/h","05:29 min/km","","05:16 min/km","165 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/7bcdd230f62be006a4785a60d44d9a945596a283c6f1984c4cdc00353879e8f3"
"10/29/2020","2020-10-29T08:25:45.000Z","","Running","11.51 Km","01h 02m 49s","122 m","127 m","921 KCal","","","10.99 km/h","05:27 min/km","","05:14 min/km","165 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/29308e439962f128e28a53846acb2c0ab664a44516c08bd1509752c478ba86a9"
"10/30/2020","2020-10-30T13:10:15.000Z","","Running","9.23 Km","51m 42s","114 m","70 m","732 KCal","Very Good ","","10.71 km/h","05:36 min/km","","05:19 min/km","162 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/7292e521efc8fd74d31f562617b452adb15cb4724bd6dff8b64dec5b5a21a7f4"
"10/31/2020","2020-10-31T08:09:46.000Z","","Running","7.17 Km","41m 29s","101 m","210 m","545 KCal","Good ","","10.38 km/h","05:46 min/km","","05:29 min/km","155 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/9ffecac0dde52ea8814661a7032ef7c304b900a557079022435a82259ae3f536"
"10/31/2020","2020-10-31T13:07:37.000Z","","Running","6.29 Km","33m 24s","57 m","50 m","479 KCal","Average ","","11.30 km/h","05:18 min/km","","05:11 min/km","162 bpm","","","58.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/8e42c8d1878c46dc2276bc8095429f912ccbe011fa4a0626f32a979283033df7"
"11/1/2020","2020-11-01T11:36:55.000Z","","Running","9.81 Km","52m 36s","114 m","70 m","699 KCal","Good ","","11.19 km/h","05:21 min/km","","05:07 min/km","157 bpm","","","58.40 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/9b593838761ca23540ab6bc4f4a0cd53826e426074ca5a25bdb6cfab439673e7"
"11/3/2020","2020-11-03T07:45:36.000Z","","Running","11.50 Km","01h 02m 13s","121 m","128 m","789 KCal","Good ","","11.09 km/h","05:24 min/km","","05:11 min/km","155 bpm","","","58.50 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/940eea0f43147c3bb62cda57e158c5cbcc606eb5278bb720a8a85e9f2fa02177"
"11/4/2020","2020-11-04T08:23:06.000Z","","Running","5.56 Km","31m 02s","87 m","114 m","361 KCal","Average ","","10.75 km/h","05:35 min/km","","05:21 min/km","142 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/1d561e41b534cccf863aa335f4fe77261a5187dd46d5cb05efd012a4991db217"
"11/4/2020","2020-11-04T14:04:27.000Z","","Running","7.64 Km","37m 35s","42 m","14 m","558 KCal","Good ","","12.20 km/h","04:55 min/km","","04:43 min/km","165 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/ffd38f60c3c1ccf65e6c0a7de925565941bc0e60b3b0b265155daeb594a717d4"
"11/5/2020","2020-11-05T08:52:27.000Z","","Running","7.00 Km","40m 28s","56 m","35 m","526 KCal","Poor ","","10.38 km/h","05:46 min/km","","05:33 min/km","153 bpm","","","59.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/b4688ed63705b2a8f82a8a151098584ef1d68a81928de7c6062b881f41ebfdb5"
"11/6/2020","2020-11-06T12:13:03.000Z","","Running","12.02 Km","01h 04m 30s","135 m","92 m","899 KCal","Very Good ","","11.17 km/h","05:22 min/km","","05:07 min/km","163 bpm","","","59.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/9b89ebac7e5bdc4e859433b69483c0b0749dd3a874d8d2a4f7db9104c13a1070"
"11/7/2020","2020-11-07T09:25:30.000Z","","Running","14.05 Km","01h 14m 48s","113 m","170 m","960 KCal","Very Good ","","11.27 km/h","05:19 min/km","","05:12 min/km","159 bpm","","","59.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/7ddfbc2c3b9ae2fac256ed03e9a59b51580149a8fe2448696070f4ca978620d3"
"11/8/2020","2020-11-08T07:43:48.000Z","","Running","8.41 Km","39m 58s","128 m","92 m","583 KCal","Very Good ","","12.63 km/h","04:44 min/km","","04:31 min/km","164 bpm","","","59.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/34a05690b5ffbfcc6c100b89f4665f957ee5e7ff19f1c22dc7b7775c15b05c2b"
"11/9/2020","2020-11-09T08:39:24.000Z","","Running","799.0 m","05m 14s","42 m","0 m","85 KCal","Excellent ","","9.13 km/h","06:34 min/km","","05:58 min/km","171 bpm","","","59.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/f0f0dabf0f94e3e1a6a5a8e8a54ea414176e78e78b49858e00d2a5ce124e135f"
"11/9/2020","2020-11-09T08:45:23.000Z","","Running","8.34 Km","47m 41s","86 m","78 m","528 KCal","Very Good ","","10.49 km/h","05:43 min/km","","05:30 min/km","143 bpm","","","59.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/385cd2f08a38d16fd1853890d439e22bd73ac6f3b9b56111abc60d5ec9fdf28f"
"11/10/2020","2020-11-10T09:25:55.000Z","","Running","11.78 Km","01h 02m 14s","120 m","141 m","816 KCal","Very Good ","","11.35 km/h","05:17 min/km","","05:09 min/km","158 bpm","","","59.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/18609bb7790a7a6b76d314a058ca16215b9f282a4a0aea155afe20448d993479"
"11/11/2020","2020-11-11T08:47:41.000Z","","Running","7.77 Km","41m 50s","79 m","71 m","536 KCal","Good ","","11.14 km/h","05:23 min/km","","05:11 min/km","154 bpm","","","59.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/73696c99b2545e0a6a4c5f1ad2ea2e1024f26d16e8322acc700b0d30268a25eb"
"11/12/2020","2020-11-12T08:28:43.000Z","","Running","7.82 Km","42m 10s","151 m","78 m","574 KCal","Good ","","11.12 km/h","05:23 min/km","","05:05 min/km","159 bpm","","","59.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/05c747b03551a68131600bfda248d33ee0a22dcd3cf8efee5cf0d4f20454b261"
"11/13/2020","2020-11-13T12:48:37.000Z","","Running","8.25 Km","41m 30s","50 m","85 m","574 KCal","Good ","","11.93 km/h","05:01 min/km","","04:55 min/km","159 bpm","","","60.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/4e2f796008f52562d89de38dd5d7f3590dedfd601eb3d56658c892ab9c42c636"
"11/14/2020","2020-11-14T08:34:14.000Z","","Running","30.76 Km","02h 43m 34s","307 m","431 m","2300 KCal","Very Good ","","11.28 km/h","05:19 min/km","","05:09 min/km","163 bpm","","","59.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/45c576543185a03c790faba003f716f35e8a03c9ab56e64fc80a889784752be9"
"11/16/2020","2020-11-16T09:19:15.000Z","","Running","10.00 Km","56m 43s","92 m","106 m","698 KCal","Very Good ","","10.58 km/h","05:40 min/km","","05:27 min/km","151 bpm","","","59.50 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/d3fda7aa9a7b6f81800581f6b2bcc5b04f7a72e64b4cc16c2d340e4b81b802b9"
"11/17/2020","2020-11-17T08:43:47.000Z","","Running","11.24 Km","01h 00m 34s","163 m","99 m","810 KCal","Very Good ","","11.13 km/h","05:23 min/km","","05:09 min/km","159 bpm","","","59.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/5bc6fd0da151d4178a8f96b7c308e6f7327d1800a0eebca66bb759d89a87ab8d"
"11/18/2020","2020-11-18T09:22:38.000Z","","Running","6.83 Km","39m 02s","85 m","56 m","431 KCal","","","10.50 km/h","05:42 min/km","","05:31 min/km","141 bpm","","","59.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/0b92d4ddb0de6b2b79434073555154635887e4517dd5fb3b9f03f832b6e69f2b"
"11/19/2020","2020-11-19T08:46:41.000Z","","Running","11.55 Km","01h 04m 56s","99 m","134 m","851 KCal","Good ","","10.67 km/h","05:37 min/km","","05:27 min/km","157 bpm","","","59.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/30b4461234cba7c7588f493758bfd981a862696e508733e75f4b5ef62ad9e8f2"
"11/20/2020","2020-11-20T10:36:44.000Z","","Running","5.61 Km","31m 23s","50 m","14 m","400 KCal","Average ","","10.72 km/h","05:35 min/km","","05:23 min/km","152 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/de4555599e75628900a8fd6ce87ebd0fdcccc749786d05761c97bbd5d5b38f50"
"11/21/2020","2020-11-21T09:43:19.000Z","","Running","639.0 m","04m 00s","8 m","21 m","52 KCal","","","9.58 km/h","06:15 min/km","","06:04 min/km","146 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/e25170328713f1e65e10301adf386478abed660ca5aba391dca859754e897974"
"11/21/2020","2020-11-21T09:48:21.000Z","","Running","12.42 Km","01h 08m 23s","121 m","99 m","836 KCal","Good ","","10.89 km/h","05:30 min/km","","05:23 min/km","154 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/18d71e4480688252fc1ca5a71b55a71cfe8422746602c919cd480c1c9496a0cb"
"11/22/2020","2020-11-22T10:49:04.000Z","","Running","10.16 Km","01h 00m 04s","122 m","77 m","684 KCal","Good ","","10.14 km/h","05:54 min/km","","05:40 min/km","147 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/cd53284fd587844aaa2e8796a18fe9b4d414313468309d7af4ee3e73c6d6947c"
"11/23/2020","2020-11-23T07:54:32.000Z","","Running","7.87 Km","45m 57s","78 m","92 m","513 KCal","","","10.28 km/h","05:50 min/km","","05:40 min/km","145 bpm","","","58.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/ceff13a1347d4a5409ffc671f610b0738ac4b70ce3388a3c9a06f7c7f0eff488"
"11/24/2020","2020-11-24T08:49:56.000Z","","Running","11.56 Km","01h 02m 39s","113 m","106 m","790 KCal","","","11.07 km/h","05:25 min/km","","05:12 min/km","156 bpm","","","58.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/e133b4dc26ef5f523b605ca3290e05ff3dd2574a60449f23a590a23937baadf7"
"11/25/2020","2020-11-25T08:11:41.000Z","","Running","5.50 Km","32m 37s","138 m","155 m","379 KCal","Good ","","10.11 km/h","05:56 min/km","","05:22 min/km","145 bpm","","","59.40 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/ed6ef32d6c72e9cb4ddc27595986f46b32e03e721b003381587ebda2925fe015"
"11/25/2020","2020-11-25T14:50:42.000Z","","Running","9.37 Km","45m 35s","101 m","49 m","599 KCal","Very Good ","","12.33 km/h","04:51 min/km","","04:35 min/km","157 bpm","","","60.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/054a10d0cd4fef3a98188732aeb20556a217ad8541dbb850da65508c934aade0"
"11/26/2020","2020-11-26T07:43:50.000Z","","Running","11.64 Km","01h 04m 19s","114 m","105 m","732 KCal","Good ","","10.86 km/h","05:31 min/km","","05:21 min/km","148 bpm","","","59.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/adc7f489b157093bc5d4b511f749d2ad3e8a040ade3df0188ea147defb945a70"
"11/26/2020","2020-11-26T16:33:18.000Z","","Running","6.43 Km","32m 53s","92 m","35 m","426 KCal","Very Good ","","11.73 km/h","05:06 min/km","","04:49 min/km","154 bpm","","","59.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/13af04c2e7bcb7e267386c243ad6da382df3a816d4e9027605e85b54dfd355f6"
"11/27/2020","2020-11-27T13:42:47.000Z","","Running","8.87 Km","51m 22s","85 m","99 m","630 KCal","Average ","","10.36 km/h","05:47 min/km","","05:39 min/km","152 bpm","","","59.50 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/f95c4c99cc8c5c32c32050eed0bcb6b2231d4e0ec3243265d7e04fc3d154b394"
"11/28/2020","2020-11-28T11:21:13.000Z","","Running","11.15 Km","51m 46s","136 m","273 m","786 KCal","Very Good ","","12.92 km/h","04:38 min/km","","04:26 min/km","167 bpm","","","60.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/bb5c0c57a92a4d2a2b1a0829a5db31a75fa465ddc0794cc36b68246b03a068a5"
